743, 50065576.000000, 1402.875000, 8208.000000, 8157.000000, 8207.000000
744, 50065736.000000, 1533.750000, 8211.500000, 8173.000000, 8232.000000
745, 50065896.000000, 1764.375000, 8209.000000, 8184.000000, 8246.500000
746, 50066056.000000, 2085.250000, 8201.500000, 8176.500000, 8228.500000
747, 50066216.000000, 2419.125000, 8175.000000, 8167.000000, 8188.000000
748, 50066376.000000, 2685.750000, 8173.500000, 8162.500000, 8177.000000
749, 50066536.000000, 2841.125000, 8183.000000, 8164.000000, 8176.000000
750, 50066696.000000, 2910.875000, 8194.500000, 8163.500000, 8173.000000
751, 50066856.000000, 2905.875000, 8218.000000, 8202.500000, 8228.500000
752, 50067016.000000, 2808.625000, 8508.500000, 8000.500000, 8179.500000
753, 50067176.000000, 2576.250000, 8290.000000, 7938.500000, 7985.000000
754, 50067336.000000, 2202.125000, 8242.000000, 8145.000000, 8164.500000
755, 50067496.000000, 1752.250000, 8242.000000, 8195.000000, 8210.500000
756, 50067656.000000, 1324.000000, 8251.000000, 8202.500000, 8218.000000
757, 50067816.000000, 1028.000000, 8257.000000, 8211.000000, 8228.000000
758, 50067976.000000, 908.500000, 8267.000000, 8217.500000, 8237.500000
759, 50068136.000000, 1007.375000, 8280.000000, 8217.500000, 8242.500000
760, 50068296.000000, 1263.750000, 8291.500000, 8222.500000, 8248.000000
761, 50068456.000000, 1581.750000, 8300.000000, 8233.000000, 8264.000000
762, 50068616.000000, 1876.875000, 8301.000000, 8235.500000, 8263.000000
763, 50068776.000000, 2167.750000, 8294.500000, 8239.000000, 8269.000000
764, 50068936.000000, 2509.375000, 8283.000000, 8236.500000, 8264.000000
765, 50069096.000000, 2872.125000, 8265.000000, 8211.000000, 8234.000000
766, 50069256.000000, 3173.500000, 8253.500000, 8192.500000, 8210.500000
767, 50069416.000000, 3333.000000, 8240.000000, 8180.500000, 8188.500000
768, 50069576.000000, 3371.250000, 8234.000000, 8187.000000, 8193.000000
769, 50069736.000000, 3349.125000, 8234.500000, 8183.500000, 8189.500000
770, 50069896.000000, 3335.750000, 8240.500000, 8186.500000, 8192.000000
771, 50070056.000000, 3369.125000, 8243.500000, 8186.000000, 8193.000000
772, 50070216.000000, 3436.500000, 8246.000000, 8186.500000, 8193.500000
773, 50070376.000000, 3491.125000, 8251.000000, 8190.500000, 8197.000000
774, 50070536.000000, 3488.000000, 8232.000000, 8183.000000, 8187.500000
775, 50070696.000000, 3399.375000, 8233.000000, 8191.000000, 8202.500000
776, 50070856.000000, 3235.500000, 8244.000000, 8202.000000, 8226.500000
777, 50071016.000000, 3012.000000, 8249.500000, 8196.000000, 8221.500000
778, 50071176.000000, 2777.625000, 8236.500000, 8197.000000, 8204.000000
779, 50071336.000000, 2611.875000, 8221.000000, 8172.000000, 8168.500000
780, 50071496.000000, 2558.125000, 8211.500000, 8169.000000, 8159.500000
781, 50071656.000000, 2565.250000, 8214.000000, 8171.500000, 8158.500000
782, 50071816.000000, 2535.500000, 8208.500000, 8187.000000, 8170.500000
783, 50071976.000000, 2377.250000, 8331.000000, 8202.500000, 8255.000000
784, 50072136.000000, 2076.250000, 8499.000000, 7971.500000, 8127.000000
785, 50072296.000000, 1641.125000, 8186.500000, 8024.500000, 8012.000000
786, 50072456.000000, 1081.500000, 8218.000000, 8173.000000, 8166.500000
787, 50072616.000000, 431.500000, 8217.500000, 8211.000000, 8207.500000
788, 50072776.000000, 79.750000, 8215.000000, 8223.000000, 8221.500000
789, 50072936.000000, 15.125000, 8216.000000, 8230.500000, 8229.500000
790, 50073096.000000, 2.875000, 8213.000000, 8237.000000, 8238.000000
791, 50073256.000000, 1.000000, 8212.000000, 8245.500000, 8247.500000
792, 50073416.000000, 1.000000, 8218.500000, 8260.000000, 8262.500000
793, 50073576.000000, 1.000000, 8221.500000, 8275.000000, 8281.500000
794, 50073736.000000, 16.875000, 8213.500000, 8283.500000, 8284.000000
795, 50073896.000000, 67.875000, 8202.500000, 8283.500000, 8283.500000
796, 50074056.000000, 145.500000, 8189.000000, 8271.500000, 8268.500000
797, 50074216.000000, 249.500000, 8165.500000, 8250.500000, 8236.500000
798, 50074376.000000, 355.500000, 8155.500000, 8243.500000, 8232.500000
799, 50074536.000000, 445.500000, 8137.000000, 8238.500000, 8215.000000
800, 50074696.000000, 543.375000, 8134.000000, 8239.500000, 8212.500000
801, 50074856.000000, 662.125000, 8135.000000, 8240.000000, 8213.000000
802, 50075016.000000, 806.625000, 8137.000000, 8240.500000, 8213.000000
803, 50075176.000000, 994.250000, 8137.000000, 8240.500000, 8213.500000
804, 50075336.000000, 1198.750000, 8135.500000, 8241.500000, 8213.000000
805, 50075496.000000, 1376.625000, 8130.500000, 8237.500000, 8205.500000
806, 50075656.000000, 1558.250000, 8123.000000, 8237.500000, 8203.000000
807, 50075816.000000, 1740.375000, 8121.000000, 8235.000000, 8199.000000
808, 50075976.000000, 1919.625000, 8120.500000, 8236.000000, 8204.000000
809, 50076136.000000, 2113.375000, 8128.500000, 8249.000000, 8229.000000
810, 50076296.000000, 2338.250000, 8142.000000, 8256.500000, 8256.000000
811, 50076456.000000, 2535.000000, 8144.000000, 8244.500000, 8240.000000
812, 50076616.000000, 2685.250000, 8134.000000, 8227.500000, 8205.500000
813, 50076776.000000, 2783.875000, 8121.000000, 8213.000000, 8175.000000
814, 50076936.000000, 2813.000000, 8123.000000, 8208.500000, 8168.500000
815, 50077096.000000, 2775.875000, 8122.000000, 8205.500000, 8164.500000
816, 50077256.000000, 2713.750000, 8109.000000, 8237.000000, 8191.000000
