Time_Seconds,ECG_Raw,ECG_Filtered,R_Peak_Marker
0.0,8017.5,292.0667602080521,0.0
0.008,8077.5,724.8386021104043,0.0
0.016,8119.5,891.7237523301724,0.0
0.024,8119.5,863.8041433742837,0.0
0.032,8091.0,710.507055150005,0.0
0.04,8061.0,500.17455566744775,0.0
0.048,8068.5,295.35512724546993,0.0
0.056,8103.5,138.12871646852795,0.0
0.064,8127.0,36.154930745099136,0.0
0.072,8147.5,-20.644476003154523,0.0
0.08,8175.5,-41.1970152974061,0.0
0.088,8517.5,28.48550562489845,0.0
0.096,8089.0,47.70487343713535,0.0
0.104,8146.0,-24.05920224751958,0.0
0.112,8167.0,-46.917234958868676,0.0
0.12,8175.5,-47.29535689770796,0.0
0.128,8183.0,-37.07963004505177,0.0
0.136,8213.5,-17.65292511943153,0.0
0.144,8230.0,6.114526702728426,0.0
0.152,8246.0,25.883300896300852,0.0
0.16,8267.0,41.20943793398351,0.0
0.168,8268.5,48.6222214529123,0.0
0.176,8257.0,43.591418478998094,0.0
0.184,8233.5,26.85670747200038,0.0
0.192,8198.5,0.9364348946019163,0.0
0.2,8163.0,-28.937954271869557,0.0
0.208,8155.0,-51.10536919510241,0.0
0.216,8168.5,-55.34331011107133,0.0
0.224,8198.0,-40.67398688114713,0.0
0.232,8201.0,-19.192140011621404,0.0
0.24,8209.0,-1.330747161017598,0.0
0.248,8187.0,6.573996561371132,0.0
0.256,8161.0,0.4457139259266114,0.0
0.264,8170.0,-6.719231826832356,0.0
0.272,8173.5,-7.3840937739153105,0.0
0.28,8170.5,-6.555625847109241,0.0
0.288,8178.5,-4.050256901940202,0.0
0.296,8188.0,1.6207453405625074,0.0
0.304,8196.5,8.406257430915048,0.0
0.312,8192.0,11.9619135422015,0.0
0.32,8244.5,22.057594985863943,0.0
0.328,8486.0,84.7484149361178,0.0
0.336,8071.5,73.63075986878198,0.0
0.344,8131.0,-16.634287930775827,1.0
0.352,8149.0,-51.66162011250208,0.0
0.36,8174.0,-55.759279778247674,0.0
0.368,8196.0,-40.126725239578036,0.0
0.376,8216.0,-16.217338455640856,0.0
0.384,8210.5,3.3437353544798043,0.0
0.392,8223.0,15.835278180064734,0.0
0.4,8234.0,25.62301030124854,0.0
0.408,8234.0,29.774017206807457,0.0
0.416,8219.0,24.650311037570873,0.0
0.424,8191.5,9.200096510717913,0.0
0.432,8172.5,-10.831966443298825,0.0
0.44,8160.5,-27.369967035127274,0.0
0.448,8171.5,-33.20520408171592,0.0
0.456,8185.5,-26.51433216810483,0.0
0.464,8189.5,-14.860060993705474,0.0
0.472,8191.5,-4.488978641643598,0.0
0.48,8161.5,-3.3953785692067413,0.0
0.488,8145.0,-11.733834150892108,0.0
0.496,8152.0,-16.827053108713926,0.0
0.504,8156.5,-14.938535055303191,0.0
0.512,8168.5,-8.185846750010569,0.0
0.52,8182.0,2.258423989624589,0.0
0.528,8164.0,7.173391043192169,0.0
0.536,8155.0,3.4764014466798017,0.0
0.544,8152.0,-1.688665490365338,0.0
0.552,8178.0,0.21166301755943095,0.0
0.56,8200.0,11.109863118855856,0.0
0.568,8545.5,90.9512072385553,0.0
0.576,8139.5,112.01977009691177,0.0
0.584,8147.5,26.18443599729244,0.0
0.592,8221.0,-11.897791465018372,0.0
0.6,8252.0,-11.266276243126867,0.0
0.608,8256.5,-1.9320194597239606,0.0
0.616,8272.5,8.069328466306843,0.0
0.624,8295.0,20.626285435510226,0.0
0.632,8323.5,35.34460279120049,0.0
0.64,8343.0,48.49677200497035,0.0
0.648,8330.0,50.25021548703239,0.0
0.656,8316.0,38.15255102064748,0.0
0.664,8281.0,15.202894741435784,0.0
0.672,8270.0,-10.072270354829698,1.0
0.68,8240.0,-31.869220046868804,0.0
0.688,8229.5,-48.20233361788951,0.0
0.696,8237.0,-51.16656979854929,0.0
0.704,8254.0,-40.15678806896358,0.0
0.712,8271.5,-20.508999805684198,0.0
0.72,8273.0,-1.8982081084848232,0.0
0.728,8244.5,3.8798519180631956,0.0
0.736,8254.0,2.8270400838443948,0.0
0.744,8246.0,2.082247491604903,0.0
0.752,8283.0,7.250808987650544,0.0
0.76,8273.5,14.826452176527937,0.0
0.768,8248.0,9.908281065137771,0.0
0.776,8255.5,1.820055578964002,0.0
0.784,8261.0,-0.5833388321486837,0.0
0.792,8272.0,1.4547023286881995,0.0
0.8,8468.0,44.72971709787885,0.0
0.808,8363.5,82.23446183464216,0.0
0.816,8207.5,38.72662624511031,0.0
0.824,8275.0,-10.95587259347576,0.0
0.832,8299.0,-19.983455474041875,0.0
0.84,8301.5,-16.87865353875327,0.0
0.848,8318.0,-8.60176002790854,0.0
0.856,8317.0,0.7639722766318755,0.0
0.864,8328.0,8.23003194952571,0.0
0.872,8349.0,17.9353037226349,0.0
0.88,8354.5,26.369753549887264,0.0
0.888,8338.5,25.21474872472436,0.0
0.896,8285.5,6.612070370299762,0.0
0.904,8240.0,-25.515622047221996,0.0
0.912,8223.0,-53.41621842069321,0.0
0.92,8222.5,-65.39332033486971,0.0
0.928,8226.0,-61.94925695756979,0.0
0.936,8238.0,-47.3535422063826,0.0
0.944,8243.0,-28.06919061723579,0.0
0.952,8246.5,-10.672279261578069,0.0
0.96,8243.0,1.2342689396043625,0.0
0.968,8219.5,2.5725299206319505,0.0
0.976,8219.0,-1.9292704254048658,0.0
0.984,8221.0,-3.9926763233497695,0.0
0.992,8228.5,-2.666776480747103,0.0
1.0,8200.5,-5.666493606164067,0.0
1.008,8201.0,-12.199686722065053,0.0
1.016,8195.5,-15.235293975959848,0.0
1.024,8194.0,-16.1508024753914,0.0
1.032,8182.5,-16.89949111773808,0.0
1.04,8470.0,41.60692548645761,0.0
1.048,8178.0,68.98006909319497,0.0
1.056,8137.0,6.678133924015583,1.0
1.064,8195.0,-27.706497738976623,0.0
1.072,8204.0,-30.152724899733812,0.0
1.08,8207.0,-24.57630071650965,0.0
1.088,8236.5,-10.912578583790037,0.0
