Time_Seconds,ECG_Raw,ECG_Filtered,R_Peak_Marker
0.0,8145.0,10.255947322905968,0.0
0.008,8153.0,26.656728909082403,0.0
0.016,8166.0,36.6049666665474,0.0
0.024,8173.0,41.024609549302795,0.0
0.032,8179.5,40.17662515149118,0.0
0.04,8176.0,34.19678045288106,0.0
0.048,8177.0,24.964922538352994,0.0
0.056,8177.5,16.026691294220655,0.0
0.064,8169.0,6.676393906807107,0.0
0.072,8179.0,0.4408745623463801,0.0
0.08,8170.0,-3.1093422612891572,0.0
0.088,8168.5,-6.882680305205213,0.0
0.096,8170.5,-7.9685802177070855,0.0
0.104,8172.0,-6.687595932777413,0.0
0.112,8171.0,-4.813955046091451,0.0
0.12,8303.5,23.889523887264886,0.0
0.128,8252.5,53.89329738771903,0.0
0.136,8078.0,17.396783679940427,0.0
0.144,8176.0,-22.453765165964796,0.0
0.152,8192.0,-19.32676425402019,0.0
0.16,8196.5,-10.359128587887426,0.0
0.168,8200.5,-1.7485604648261415,0.0
0.176,8222.0,8.818488752973508,0.0
0.184,8240.5,21.902870227812855,0.0
0.192,8271.5,36.43310900752772,0.0
0.2,8280.0,47.57246146443208,0.0
0.208,8272.5,47.1520102891825,0.0
0.216,8238.0,31.173920219415322,0.0
0.224,8191.0,0.3476526474159982,0.0
0.232,8167.5,-32.33886753248862,0.0
0.24,8158.5,-53.40644444078839,0.0
0.248,8160.0,-59.30098351589959,0.0
0.256,8160.5,-53.38767350007538,0.0
0.264,8165.5,-40.67269570923531,0.0
0.272,8168.5,-25.3522114627076,0.0
0.28,8169.0,-11.73295494975605,0.0
0.288,8170.5,-1.4910929921220486,0.0
0.296,8172.0,5.404897055464289,0.0
0.304,8179.0,10.400285017267151,0.0
0.312,8179.0,13.207849024490088,0.0
0.32,8177.0,12.457170290621889,1.0
0.328,8184.5,11.248220604715016,0.0
0.336,8161.5,5.661223965159934,0.0
0.344,8170.0,-1.4635869643175283,0.0
0.352,8174.5,-2.799380626941911,0.0
0.36,8177.0,-1.7348418812709951,0.0
0.368,8181.5,0.587852854379662,0.0
0.376,8503.5,68.57658439445527,0.0
0.384,8059.5,73.46328794037731,0.0
0.392,8142.5,-8.537222784799269,0.0
0.4,8192.5,-28.565836266603128,0.0
0.408,8199.0,-24.536810733530956,0.0
0.416,8195.5,-17.8210790758651,0.0
0.424,8207.5,-9.41096350002067,0.0
0.432,8239.5,5.978814404470995,0.0
0.44,8256.0,24.0824348296685,0.0
0.448,8272.0,37.77748151672972,0.0
0.456,8272.5,43.52016104737231,0.0
0.464,8255.5,36.94723854967492,0.0
0.472,8215.5,15.813238565721576,0.0
0.48,8172.5,-16.03981621786761,0.0
0.488,8160.0,-43.78453058843479,0.0
0.496,8163.5,-55.39316469925575,0.0
0.504,8158.5,-54.166685410774335,0.0
0.512,8167.0,-44.51398583326636,0.0
0.52,8180.0,-27.66408182221312,0.0
0.528,8183.5,-10.133911431421893,0.0
0.536,8181.0,1.9741238500866984,0.0
0.544,8184.0,8.937645889219084,0.0
0.552,8187.0,12.926613676839679,0.0
0.56,8190.0,14.551660383695207,0.0
0.568,8191.0,14.12371014999485,0.0
0.576,8184.0,10.503494973946317,0.0
0.584,8198.0,8.20015764146342,0.0
0.592,8187.0,6.20762952444079,0.0
0.6,8169.5,-1.7344717191272139,0.0
0.608,8180.0,-7.5985566859149,0.0
0.616,8176.0,-8.586580626852538,0.0
0.624,8177.5,-8.379821442923003,0.0
0.632,8322.5,22.94300619931255,0.0
0.64,8323.0,67.71461421684376,0.0
0.648,8083.5,35.098237597331035,1.0
0.656,8179.0,-18.931659564128495,0.0
0.664,8207.0,-22.78343682138211,0.0
0.672,8217.5,-13.74155185994141,0.0
