Time_Seconds,ECG_Raw,ECG_Filtered,R_Peak_Marker
0.0,8153.0,29.18433064568785,0.0
0.008,8162.0,73.04224473832255,0.0
0.016,8168.0,90.97018873861612,0.0
0.024,8175.0,90.43650160343259,0.0
0.032,8185.0,79.88275281683923,0.0
0.04,8194.0,65.41183062420646,0.0
0.048,8210.0,52.04406609442435,0.0
0.056,8236.0,44.82853208963866,0.0
0.064,8266.5,45.30773915059763,0.0
0.072,8282.5,48.221941702532604,0.0
0.08,8276.5,44.67738898195489,0.0
0.088,8238.0,26.71614014722445,0.0
0.096,8193.5,-4.913563409161952,0.0
0.104,8165.0,-37.78832391164542,0.0
0.112,8152.5,-59.87758093335174,0.0
0.12,8152.0,-66.5188938026904,0.0
0.128,8156.0,-59.64645294531147,0.0
0.136,8156.5,-45.61964274107436,0.0
0.144,8160.0,-29.59053070397522,0.0
0.152,8163.5,-14.19456077501468,0.0
0.16,8161.0,-2.7330457579396352,0.0
0.168,8160.5,3.84673485113035,0.0
0.176,8162.5,7.46124708409684,0.0
0.184,8159.0,8.161199296766654,0.0
0.192,8164.0,7.644266973971753,0.0
0.2,8166.5,7.711849130593009,0.0
0.208,8174.0,8.625617994813183,0.0
0.216,8191.5,12.965794501926212,0.0
0.224,8174.5,13.668950657282494,0.0
0.232,8162.5,6.0876978829096515,0.0
0.24,8163.0,-1.6682688438704645,0.0
0.248,8164.0,-5.695754295051756,0.0
0.256,8173.5,-5.068900315207429,0.0
0.264,8522.5,69.31217072509367,0.0
0.272,8135.5,95.02903898405975,0.0
0.28,8145.0,18.70686731964338,0.0
0.288,8152.5,-25.79300705645619,0.0
0.296,8159.0,-45.339423542968234,0.0
0.304,8163.0,-47.879991601979555,0.0
0.312,8173.5,-39.16094553434664,0.0
0.32,8182.5,-24.08338841218938,0.0
0.328,8193.5,-7.429203550122338,0.0
0.336,8207.0,8.55177906515678,0.0
0.344,8235.0,25.184839399075372,0.0
0.352,8258.5,41.72477738930161,1.0
0.36,8280.0,54.374037793026446,0.0
0.368,8273.0,56.5734055627147,0.0
0.376,8240.5,41.22702943005743,0.0
0.384,8191.0,9.148036008945382,0.0
0.392,8161.0,-27.45229358426809,0.0
0.4,8153.0,-52.69900775003066,0.0
0.408,8154.0,-61.07018704985535,0.0
0.416,8157.5,-55.84257378069378,0.0
0.424,8164.0,-42.2415703471504,0.0
0.432,8163.0,-26.669984143705506,0.0
0.44,8162.5,-13.723940576169298,0.0
0.448,8163.5,-3.884809959537961,0.0
0.456,8165.0,3.0337707712037627,0.0
0.464,8161.0,6.154700490695177,0.0
0.472,8163.0,6.658686291811591,0.0
0.48,8166.0,6.96871134776643,0.0
0.488,8175.5,8.64928106319394,0.0
0.496,8170.5,9.251187830934668,0.0
0.504,8195.5,12.290581715772532,0.0
0.512,8193.0,16.821445535627845,0.0
0.52,8169.5,11.638839802637676,0.0
0.528,8169.5,2.008200452338997,0.0
0.536,8172.5,-3.37890820176176,0.0
0.544,8164.5,-7.074057133872884,0.0
0.552,8337.0,25.420634036824367,0.0
0.56,8312.5,71.02039464912627,0.0
0.568,8129.5,44.82806674110566,0.0
0.576,8155.5,-9.533726262932305,0.0
